Tree_ID,Source,Date,Crown base height [m],Height [m],Crown diameter [m],Canopy condition,"Crown projection area, convex hull [m**2]","Crown projection area, concave hull [m**2]",Latitude (EPSG:4326),Longitude (EPSG:4326),Easting [m],Northing [m],Height [m]_general,Target_DBH,Specie_Acer campestre,Specie_Acer pseudoplatanus,Specie_Carpinus betulus,Specie_Fagus sylvatica,Specie_Larix decidua,Specie_Picea abies,Specie_Pinus sylvestris,Specie_Prunus avium,Specie_Pseudotsuga menziesii,Specie_Quercus petraea,Specie_Salix caprea
AceCam_BR01_P19T9,ULS,2019-09-12,1.35,10.992,8.177,leaf-on,47.162,41.405,49.014,8.682842,476808.78425,5429060.50575,271.049988,17.0,True,False,False,False,False,False,False,False,False,False,False
AceCam_BR01_P21T41,ULS,2019-09-12,1.25,7.255,4.01,leaf-on,11.289,9.109,49.014387,8.682112,476755.613281,5429103.762,254.481,6.4,True,False,False,False,False,False,False,False,False,False,False
AceCam_BR01_P21T42,ULS,2019-09-12,1.25,7.377,5.434,leaf-on,19.333,15.171,49.014377,8.682139,476757.5725,5429102.71925,254.985321,6.4,True,False,False,False,False,False,False,False,False,False,False
AceCam_BR01_P6T5,ULS,2019-09-12,1.35,18.228,13.585,leaf-on,130.32,104.902,49.013874,8.681704,476725.500742,5429046.887562,255.964981,41.5,True,False,False,False,False,False,False,False,False,False,False
AcePse_BR01_P17T26,ULS,2019-09-12,2.55,12.281,3.8,leaf-on,10.903,9.842,49.014186,8.682164,476759.28125,5429081.47675,258.724548,9.6,False,True,False,False,False,False,False,False,False,False,False
AcePse_BR01_P21T1,ULS,2019-09-12,1.45,12.83,4.061,leaf-on,11.55,10.696,49.014256,8.682132,476756.99025,5429089.25575,257.053009,6.8,False,True,False,False,False,False,False,False,False,False,False
AcePse_BR01_P7T11,ULS,2019-09-12,6.45,13.126,3.932,leaf-on,10.261,8.86,49.013806,8.682009,476747.765,5429039.22875,260.957489,9.2,False,True,False,False,False,False,False,False,False,False,False
AcePse_BR01_P7T14,ULS,2019-09-12,2.55,12.794,6.683,leaf-on,34.502,28.945,49.013762,8.682145,476757.6965,5429034.308,262.965271,11.0,False,True,False,False,False,False,False,False,False,False,False
CarBet_BR01_P13T02,ULS,2019-09-12,1.35,18.37,9.557,leaf-on,71.947,61.936,49.013779,8.682508,476784.24675,5429036.04075,269.714783,21.0,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P13T03,ULS,2019-09-12,1.05,18.09,9.373,leaf-on,67.039,59.749,49.013783,8.682501,476783.7538,5429036.5397,269.626709,21.5,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P17T10,ULS,2019-09-12,1.45,12.077,4.789,leaf-on,16.518,13.429,49.014204,8.682363,476773.83675,5429083.365,261.254852,7.8,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P17T28,ULS,2019-09-12,3.05,11.644,3.395,leaf-on,8.891,7.72,49.014246,8.682229,476764.08825,5429088.036,258.802094,7.3,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P17T33,ULS,2019-09-12,2.45,7.132,4.095,leaf-on,12.434,8.482,49.014055,8.682398,476776.3415,5429066.833,263.5845,6.2,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P18T15,ULS,2019-09-12,1.75,10.59,8.083,leaf-on,47.604,41.311,49.013918,8.682544,476786.92425,5429051.53375,267.337769,13.3,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P18T22,ULS,2019-09-12,1.95,11.854,5.153,leaf-on,17.596,15.922,49.014186,8.682416,476777.68525,5429081.309,262.111969,11.3,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P18T23,ULS,2019-09-12,1.85,12.141,4.124,leaf-on,12.083,10.503,49.014192,8.682345,476772.507,5429082.0335,261.170166,6.3,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P18T6,ULS,2019-09-12,0.0,8.304,6.378,leaf-on,28.805,23.036,49.013964,8.682616,476792.207333,5429056.572333,267.463928,8.5,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P18T8,ULS,2019-09-12,0.25,15.361,9.684,leaf-on,64.21,52.457,49.014088,8.682655,476795.1785,5429070.44375,265.843933,25.6,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P18T9,ULS,2019-09-12,0.95,12.39,7.449,leaf-on,38.756,34.339,49.014093,8.682548,476787.32375,5429070.99275,264.689941,14.8,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P19T12,ULS,2019-09-12,1.25,5.457,4.804,leaf-on,17.019,14.206,49.014045,8.682783,476804.48775,5429065.5465,268.747955,6.3,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P19T7,ULS,2019-09-12,0.85,17.843,9.515,leaf-on,61.89,53.026,49.014021,8.682737,476801.092,5429062.93525,268.330139,17.0,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P20T12,ULS,2019-09-12,2.25,10.826,6.917,leaf-on,33.459,27.362,49.013826,8.683128,476829.58275,5429041.139,278.160126,12.9,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P20T14,ULS,2019-09-12,1.05,12.889,12.384,leaf-on,105.858,93.651,49.013898,8.682994,476819.865273,5429049.139795,275.933,19.6,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P20T6,ULS,2019-09-12,2.25,15.368,12.433,leaf-on,105.109,90.561,49.013892,8.683079,476826.071639,5429048.435444,276.894531,25.0,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P21T46,ULS,2019-09-12,4.65,11.773,4.622,leaf-on,15.153,13.725,49.014315,8.682284,476768.1595,5429095.6825,258.22464,8.3,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P22T18,ULS,2019-09-12,1.95,10.558,6.897,leaf-on,32.977,27.95,49.014302,8.682446,476779.977,5429094.21725,260.458527,7.3,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P22T20,ULS,2019-09-12,2.35,12.96,5.66,leaf-on,22.098,18.155,49.014283,8.682387,476775.6485,5429092.20175,260.215393,9.8,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P22T21,ULS,2019-09-12,2.05,10.915,5.302,leaf-on,19.622,17.459,49.014229,8.682386,476775.54975,5429086.17825,261.234894,7.7,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P22T25,ULS,2019-09-12,2.15,8.483,6.304,leaf-on,26.227,22.426,49.014306,8.682349,476772.88,5429094.6735,259.389496,8.0,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P22T26,ULS,2019-09-12,3.85,9.488,4.624,leaf-on,13.886,12.341,49.014293,8.682329,476771.43275,5429093.24875,259.432709,7.8,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P22T27,ULS,2019-09-12,1.65,10.24,4.452,leaf-on,13.426,10.796,49.014272,8.682411,476777.408562,5429090.927938,260.660431,8.3,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P22T34,ULS,2019-09-12,5.25,9.284,3.444,leaf-on,7.988,6.956,49.01432,8.682304,476769.62625,5429096.238,258.536194,5.0,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P22T35,ULS,2019-09-12,2.25,9.799,4.823,leaf-on,17.444,15.695,49.01435,8.682282,476768.01025,5429099.677,257.540894,7.1,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P23T02,ULS,2019-09-12,2.55,25.37,12.076,leaf-on,96.36,83.928,49.014213,8.682637,476793.924,5429084.33225,264.01712,29.4,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P24T11,ULS,2019-09-12,1.85,17.924,7.533,leaf-on,38.491,33.29,49.014077,8.682776,476804.0075,5429069.1635,267.919006,18.8,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P24T12,ULS,2019-09-12,3.25,15.378,6.487,leaf-on,29.482,23.8,49.014097,8.682767,476803.352,5429071.326,267.373932,11.5,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P5T20,ULS,2019-09-12,2.15,22.658,8.488,leaf-on,54.292,47.917,49.013319,8.682617,476792.01625,5428984.92775,277.790527,24.1,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P6T22,ULS,2019-09-12,2.05,11.955,7.066,leaf-on,37.409,33.52,49.013883,8.681905,476740.19525,5429047.81875,258.485962,12.1,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P6T22a,ULS,2019-09-12,2.05,11.847,5.576,leaf-on,21.015,17.152,49.013879,8.681902,476739.97625,5429047.388,258.543518,10.8,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P7T10,ULS,2019-09-12,2.65,14.874,6.202,leaf-on,28.391,26.08,49.013797,8.681993,476746.59875,5429038.20725,260.79007,19.1,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P7T13,ULS,2019-09-12,4.55,13.765,5.483,leaf-on,22.323,20.173,49.013731,8.682038,476749.90075,5429030.9065,262.113953,9.0,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P7T30,ULS,2019-09-12,3.15,10.378,6.153,leaf-on,28.031,25.558,49.013836,8.682073,476752.45975,5429042.58225,261.321381,8.7,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P7T32,ULS,2019-09-12,1.95,13.777,7.365,leaf-on,37.804,32.959,49.013732,8.682075,476752.57575,5429030.977,262.555786,13.1,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P7T34,ULS,2019-09-12,1.75,11.551,7.475,leaf-on,39.758,33.642,49.013762,8.682075,476752.596125,5429034.379979,262.277191,9.9,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P7T37,ULS,2019-09-12,4.25,11.288,4.273,leaf-on,13.128,10.96,49.013814,8.682041,476750.14225,5429040.13575,261.151428,6.5,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P7T38,ULS,2019-09-12,4.45,12.612,5.208,leaf-on,18.702,16.59,49.013812,8.682029,476749.2355,5429039.90125,260.96817,8.7,False,False,True,False,False,False,False,False,False,False,False
CarBet_BR01_P7T9,ULS,2019-09-12,4.55,14.162,9.167,leaf-on,64.405,52.8,49.013775,8.682014,476748.1525,5429035.7835,261.31543,14.8,False,False,True,False,False,False,False,False,False,False,False
FagSyl_BR01_P10T9,ULS,2019-09-12,2.05,32.028,15.447,leaf-on,157.823,129.312,49.013487,8.682812,476806.36425,5429003.5055,278.395874,52.0,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P13T01,ULS,2019-09-12,1.25,28.389,10.658,leaf-on,79.573,69.421,49.013853,8.682561,476788.14125,5429044.257,269.073456,43.9,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P14T01,ULS,2019-09-12,0.0,30.311,14.261,leaf-on,130.765,109.757,49.013853,8.682723,476800.03825,5429044.24525,272.311584,45.8,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P14T02,ULS,2019-09-12,1.25,30.153,9.601,leaf-on,67.151,57.236,49.013806,8.682729,476800.45475,5429038.989,273.558716,38.3,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P14T03,ULS,2019-09-12,1.35,27.912,9.744,leaf-on,69.649,61.646,49.013821,8.682823,476807.29025,5429040.62025,274.6465,38.3,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P14T05,ULS,2019-09-12,0.85,29.544,9.259,leaf-on,61.359,54.582,49.01381,8.682864,476810.2695,5429039.47,275.52475,38.1,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P14T06,ULS,2019-09-12,1.35,29.489,10.891,leaf-on,83.07,67.882,49.013745,8.682573,476789.00975,5429032.2785,271.624573,38.5,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P14T07,ULS,2019-09-12,1.05,28.46,9.513,leaf-on,62.329,54.079,49.013712,8.682597,476790.75925,5429028.61025,272.677185,31.7,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P14T08,ULS,2019-09-12,0.0,30.849,12.739,leaf-on,129.291,113.159,49.013697,8.682656,476795.02425,5429026.89775,273.942291,54.2,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P14T10,ULS,2019-09-12,0.95,15.265,8.008,leaf-on,46.405,42.34,49.013804,8.682825,476807.4545,5429038.731,275.1085,14.7,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P15T01,ULS,2019-09-12,0.65,22.031,13.933,leaf-on,145.072,128.659,49.013682,8.682906,476813.31175,5429025.146539,277.320221,37.1,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P16T10,ULS,2019-09-12,3.05,13.757,6.873,leaf-on,31.589,26.725,49.014248,8.682166,476759.4735,5429088.375,257.696655,12.7,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P16T2,ULS,2019-09-12,4.95,11.174,2.575,leaf-on,4.44,4.046,49.014235,8.682242,476765.046,5429086.83675,259.111542,6.1,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P16T9,ULS,2019-09-12,2.05,11.464,4.016,leaf-on,12.517,10.617,49.01423,8.682225,476763.7835,5429086.2775,258.955597,8.2,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P17T1,ULS,2019-09-12,3.15,28.45,9.929,leaf-on,68.991,58.834,49.014083,8.682264,476766.536,5429070.004,261.929,53.6,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P17T30,ULS,2019-09-12,1.95,11.264,3.295,leaf-on,7.667,6.048,49.014233,8.682233,476764.3655,5429086.607,259.063507,6.2,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P17T32,ULS,2019-09-12,2.85,8.379,3.761,leaf-on,10.96,9.177,49.014246,8.682244,476765.17375,5429088.0485,259.067841,5.4,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P17T5,ULS,2019-09-12,1.75,22.241,11.321,leaf-on,99.599,87.303,49.014061,8.682252,476765.6965,5429067.4995,261.767,42.5,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P17T9,ULS,2019-09-12,1.45,13.471,5.827,leaf-on,24.89,21.003,49.014158,8.682392,476775.9685,5429078.26025,262.23111,11.4,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P18T10,ULS,2019-09-12,1.25,11.381,4.971,leaf-on,17.736,15.271,49.014098,8.682609,476791.806688,5429071.561562,265.243774,7.5,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P18T11,ULS,2019-09-12,0.95,9.496,5.642,leaf-on,20.423,15.863,49.01414,8.682608,476791.701583,5429076.211917,264.687927,7.2,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P18T12,ULS,2019-09-12,0.25,9.307,5.311,leaf-on,21.742,19.774,49.014083,8.682561,476788.25775,5429069.821,264.985291,9.5,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P18T13,ULS,2019-09-12,0.95,8.866,4.921,leaf-on,16.433,13.871,49.013999,8.682651,476794.825429,5429060.454536,267.415527,9.5,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P18T14,ULS,2019-09-12,6.65,32.863,8.477,leaf-on,51.158,46.242,49.013902,8.682497,476783.47775,5429049.77075,266.72818,44.5,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P18T16,ULS,2019-09-12,3.95,30.712,11.451,leaf-on,89.726,77.425,49.013912,8.682427,476778.39725,5429050.9005,265.386017,54.5,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P18T18,ULS,2019-09-12,0.95,26.254,12.893,leaf-on,114.427,99.893,49.014091,8.682343,476772.31075,5429070.7875,262.51889,44.8,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P18T2,ULS,2019-09-12,3.85,35.803,11.531,leaf-on,101.77,85.123,49.01395,8.682494,476783.348511,5429055.089844,266.024,55.6,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P18T24,ULS,2019-09-12,2.65,24.365,7.158,leaf-on,39.385,32.502,49.014137,8.682319,476770.588,5429075.9285,261.74826,31.6,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P18T26,ULS,2019-09-12,7.95,14.907,7.744,leaf-on,41.448,35.815,49.013962,8.682349,476772.715,5429056.42075,263.944244,56.2,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P18T27,ULS,2019-09-12,0.75,20.888,9.548,leaf-on,66.608,58.882,49.014025,8.682305,476769.55625,5429063.473,262.697693,26.3,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P18T28,ULS,2019-09-12,1.25,19.986,7.576,leaf-on,41.919,35.574,49.014003,8.682335,476771.69775,5429061.05825,263.233154,24.9,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P18T29,ULS,2019-09-12,4.65,18.61,9.126,leaf-on,60.918,55.174,49.014006,8.6823,476769.168,5429061.372,262.774902,30.3,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P18T3,ULS,2019-09-12,1.85,20.563,6.788,leaf-on,36.349,32.109,49.013989,8.682509,476784.463,5429059.40475,265.576752,25.9,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P18T7,ULS,2019-09-12,1.75,13.583,8.18,leaf-on,47.742,41.327,49.014092,8.682606,476791.541,5429070.804,265.226105,13.7,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P19T1,ULS,2019-09-12,1.55,32.045,11.34,leaf-on,78.737,66.658,49.013934,8.682854,476809.60113,5429053.224995,272.69104,40.0,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P19T10,ULS,2019-09-12,0.25,8.443,5.006,leaf-on,18.097,16.176,49.013966,8.682802,476805.80525,5429056.811,270.809265,10.7,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P19T10a,ULS,2019-09-12,1.05,8.689,5.43,leaf-on,21.567,18.233,49.013977,8.682811,476806.4875,5429058.0185,270.82019,12.4,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P19T17,ULS,2019-09-12,11.65,30.374,10.156,leaf-on,78.237,69.421,49.013891,8.682655,476795.0715,5429048.531,269.995331,40.1,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P19T2,ULS,2019-09-12,4.75,29.513,11.864,leaf-on,93.703,75.968,49.014016,8.682808,476806.30125,5429062.35175,269.867828,41.0,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P19T5,ULS,2019-09-12,2.45,27.884,7.441,leaf-on,42.994,36.847,49.013881,8.682759,476802.6635,5429047.31675,272.126495,33.2,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P19T6,ULS,2019-09-12,3.05,24.742,10.241,leaf-on,76.619,64.238,49.014005,8.68267,476796.1845,5429061.1775,267.557587,34.1,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P19T8,ULS,2019-09-12,2.05,15.51,8.583,leaf-on,53.691,48.251,49.013992,8.682717,476799.6365,5429059.6485,268.580597,18.9,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P20T15,ULS,2019-09-12,2.35,11.378,8.465,leaf-on,43.523,34.669,49.013973,8.683049,476823.92225,5429057.463,275.353424,9.1,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P20T3,ULS,2019-09-12,1.55,30.171,12.451,leaf-on,114.018,99.639,49.013994,8.682967,476817.88325,5429059.893,273.895874,47.5,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P20T4,ULS,2019-09-12,0.85,28.486,12.288,leaf-on,109.795,84.023,49.01392,8.682933,476815.43425,5429051.66525,274.8405,42.7,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P20T5,ULS,2019-09-12,11.75,29.489,10.464,leaf-on,82.405,73.199,49.013895,8.682878,476811.3337,5429048.8945,274.1705,43.3,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P20T7,ULS,2019-09-12,6.35,29.297,11.879,leaf-on,98.979,86.688,49.013834,8.682908,476813.52825,5429042.032,275.76675,51.7,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P20T8,ULS,2019-09-12,1.25,18.807,12.778,leaf-on,117.419,95.224,49.013813,8.683168,476832.4975,5429039.64175,278.46701,29.3,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P20T9,ULS,2019-09-12,0.95,21.989,10.408,leaf-on,83.094,71.26,49.013821,8.682978,476818.61475,5429040.663,276.74125,31.0,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P22T10,ULS,2019-09-12,3.75,25.806,10.773,leaf-on,86.864,78.575,49.014175,8.682492,476783.25225,5429080.1155,263.337189,47.9,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P22T11,ULS,2019-09-12,4.95,23.112,10.925,leaf-on,87.171,80.449,49.014192,8.682392,476775.9475,5429082.04975,261.807159,39.0,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P22T12,ULS,2019-09-12,1.85,21.117,11.844,leaf-on,106.504,98.861,49.014346,8.682369,476774.362,5429099.18175,258.750458,37.7,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P22T17,ULS,2019-09-12,1.65,19.766,12.965,leaf-on,126.046,111.496,49.01422,8.682294,476768.7855,5429085.212,260.383118,41.9,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P22T2,ULS,2019-09-12,0.45,30.419,12.148,leaf-on,112.771,97.875,49.01426,8.682544,476787.1205,5429089.52475,262.503143,51.0,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P22T22,ULS,2019-09-12,2.05,12.276,4.477,leaf-on,15.315,12.947,49.01425,8.682407,476777.05625,5429088.465,261.018799,6.4,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P22T29,ULS,2019-09-12,1.05,10.764,4.669,leaf-on,16.008,15.166,49.014308,8.682211,476762.80175,5429095.0195,257.446045,7.8,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P22T3,ULS,2019-09-12,4.45,23.114,9.663,leaf-on,71.055,66.333,49.014357,8.682466,476781.438,5429100.35075,259.505646,36.9,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P22T36,ULS,2019-09-12,0.75,10.705,3.917,leaf-on,11.941,10.851,49.014355,8.682273,476767.36225,5429100.16225,257.35379,9.7,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P22T36a,ULS,2019-09-12,0.65,10.189,4.094,leaf-on,11.526,10.339,49.014346,8.682264,476766.66125,5429099.21475,257.393951,8.2,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P22T37,ULS,2019-09-12,1.35,9.762,3.121,leaf-on,7.463,6.432,49.014336,8.682248,476765.4855,5429098.10625,257.378113,5.4,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P22T8,ULS,2019-09-12,2.75,27.071,11.45,leaf-on,91.921,80.046,49.014352,8.682537,476786.62925,5429099.796,260.533051,43.8,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P22T9,ULS,2019-09-12,1.15,23.197,9.288,leaf-on,60.331,53.339,49.014302,8.6825,476783.90625,5429094.23225,261.078674,31.4,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P23T03,ULS,2019-09-12,11.75,29.028,11.057,leaf-on,77.942,65.755,49.014172,8.682597,476790.93875,5429079.754,264.180634,43.0,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P23T04,ULS,2019-09-12,1.75,28.851,10.0,leaf-on,69.35,55.816,49.014149,8.682591,476790.5145,5429077.1865,264.471008,42.2,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P23T05,ULS,2019-09-12,10.55,29.287,10.224,leaf-on,73.442,63.86,49.014144,8.682666,476796.012,5429076.66575,265.198212,46.9,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P23T06,ULS,2019-09-12,1.35,15.732,7.598,leaf-on,41.106,35.07,49.014177,8.682685,476797.4155,5429080.27925,264.96875,17.5,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P23T07,ULS,2019-09-12,15.35,30.014,8.321,leaf-on,47.154,42.011,49.014176,8.682746,476801.87575,5429080.19075,265.710907,32.7,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P23T08,ULS,2019-09-12,1.35,31.634,9.761,leaf-on,63.653,55.443,49.014197,8.682811,476806.61575,5429082.436,266.299896,40.2,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P23T09,ULS,2019-09-12,0.85,33.208,11.26,leaf-on,88.55,76.49,49.014248,8.682766,476803.32975,5429088.14475,265.119659,52.8,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P24T01,ULS,2019-09-12,9.45,30.853,11.631,leaf-on,97.997,83.287,49.014185,8.682902,476813.28925,5429081.06775,268.356445,49.9,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P24T02,ULS,2019-09-12,3.95,31.665,12.387,leaf-on,113.083,100.389,49.014088,8.682822,476807.33325,5429070.3245,268.680298,57.3,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P24T03,ULS,2019-09-12,4.95,31.453,9.721,leaf-on,73.809,64.018,49.014161,8.682962,476817.61675,5429078.40525,269.893829,46.8,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P24T04,ULS,2019-09-12,15.25,30.697,11.705,leaf-on,94.309,82.049,49.014173,8.683029,476822.563,5429079.71525,271.003082,40.7,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P24T05,ULS,2019-09-12,2.95,30.914,10.044,leaf-on,64.067,48.571,49.014159,8.68307,476825.518041,5429078.142824,272.060364,39.2,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P24T07,ULS,2019-09-12,17.75,28.587,7.7,leaf-on,40.328,32.72,49.014112,8.683093,476827.15825,5429072.9545,273.515503,38.1,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P24T08,ULS,2019-09-12,2.15,30.534,11.967,leaf-on,128.747,106.689,49.014093,8.682932,476815.379589,5429070.86904,270.854736,47.7,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P24T09,ULS,2019-09-12,16.25,21.877,5.248,leaf-on,18.716,14.64,49.014134,8.682907,476813.58975,5429075.40675,269.360382,23.1,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P24T10,ULS,2019-09-12,0.25,22.229,7.767,leaf-on,46.599,40.949,49.014114,8.683031,476822.623074,5429073.138588,272.381195,20.9,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P24T13,ULS,2019-09-12,1.25,13.336,7.046,leaf-on,33.581,28.118,49.014115,8.682759,476802.778,5429073.39575,266.867126,14.4,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P24T14,ULS,2019-09-12,1.05,28.739,7.657,leaf-on,44.461,39.151,49.014061,8.68292,476814.506,5429067.264,271.4465,28.4,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P25T1,ULS,2019-09-12,3.65,24.57,9.334,leaf-on,63.6,57.218,49.01406,8.683136,476830.328756,5429067.183946,275.186462,40.9,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P25T10,ULS,2019-09-12,2.95,18.517,8.433,leaf-on,53.526,47.74,49.014036,8.683298,476842.17625,5429064.357,277.324066,24.3,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P25T11,ULS,2019-09-12,1.15,15.066,12.343,leaf-on,118.15,108.044,49.014006,8.683163,476832.234,5429061.13475,276.178955,28.4,False,False,False,True,False,False,False,False,False,False,False
