Tree_ID,Source,Date,Crown base height [m],Height [m],Crown diameter [m],Canopy condition,"Crown projection area, convex hull [m**2]","Crown projection area, concave hull [m**2]",Latitude (EPSG:4326),Longitude (EPSG:4326),Easting [m],Northing [m],Height [m]_general,Target_DBH,Specie_Acer campestre,Specie_Acer pseudoplatanus,Specie_Carpinus betulus,Specie_Fagus sylvatica,Specie_Larix decidua,Specie_Picea abies,Specie_Pinus sylvestris,Specie_Prunus avium,Specie_Pseudotsuga menziesii,Specie_Quercus petraea,Specie_Salix caprea
FagSyl_BR01_P25T12,ULS,2019-09-12,1.15,10.707,5.643,leaf-on,24.605,21.398,49.013989,8.683073,476825.68775,5429059.247,275.354462,10.0,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P25T17,ULS,2019-09-12,0.95,11.183,7.255,leaf-on,35.648,31.864,49.013933,8.683139,476830.4525,5429052.96575,276.919159,13.0,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P25T2,ULS,2019-09-12,1.95,28.469,11.146,leaf-on,84.194,70.533,49.014136,8.683155,476831.70275,5429075.587,274.080292,44.6,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P25T3,ULS,2019-09-12,7.45,28.876,10.259,leaf-on,81.099,71.95,49.014055,8.683062,476824.91175,5429066.61025,274.178101,42.5,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P25T9,ULS,2019-09-12,1.95,10.607,7.303,leaf-on,38.727,32.531,49.013927,8.683219,476836.32325,5429052.3525,277.651184,12.5,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P4T11,ULS,2019-09-12,7.35,28.976,11.119,leaf-on,87.143,77.137,49.013449,8.682323,476770.5485,5428999.494,270.194031,41.5,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P4T12,ULS,2019-09-12,6.05,28.978,10.833,leaf-on,81.509,69.045,49.013496,8.682299,476768.845487,5429004.720947,269.003815,35.1,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P4T14,ULS,2019-09-12,0.95,26.163,10.142,leaf-on,71.498,61.804,49.013406,8.682457,476780.36634,5428994.67418,274.419189,31.4,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P4T7,ULS,2019-09-12,2.95,26.195,10.502,leaf-on,78.249,62.631,49.013449,8.682444,476779.416748,5428999.448242,273.597,33.3,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P4T8,ULS,2019-09-12,2.15,26.922,8.088,leaf-on,50.322,41.943,49.013419,8.682508,476784.06675,5428996.104,275.068665,29.3,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P4T9,ULS,2019-09-12,4.45,29.389,9.917,leaf-on,73.844,63.62,49.013403,8.682337,476771.548443,5428994.378989,271.697144,38.9,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P5T19,ULS,2019-09-12,6.75,29.558,11.499,leaf-on,99.563,81.775,49.013394,8.682508,476784.0435,5428993.23425,275.504852,49.4,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P5T3,ULS,2019-09-12,1.95,29.648,8.785,leaf-on,58.754,54.185,49.013448,8.682657,476795.0055,5428999.227,277.089539,37.2,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P5T4,ULS,2019-09-12,1.35,30.891,10.006,leaf-on,73.674,65.245,49.013434,8.682752,476801.903,5428997.66725,278.205872,47.5,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P5T7,ULS,2019-09-12,1.95,31.904,11.788,leaf-on,100.953,88.316,49.013404,8.68258,476789.33125,5428994.38975,276.366699,47.9,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P5T9,ULS,2019-09-12,11.75,30.689,13.1,leaf-on,126.654,106.725,49.013359,8.68268,476796.63025,5428989.3665,278.016876,50.6,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P6T1,ULS,2019-09-12,2.35,27.378,12.221,leaf-on,109.353,97.182,49.013864,8.681863,476737.1465,5429045.72275,258.322235,51.3,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P6T2,ULS,2019-09-12,1.75,25.222,12.165,leaf-on,108.015,91.524,49.013879,8.681787,476731.589858,5429047.461317,257.058411,42.4,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P6T3,ULS,2019-09-12,4.35,26.15,12.461,leaf-on,114.566,104.437,49.013818,8.681797,476732.30825,5429040.6395,257.974182,44.3,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P6T6,ULS,2019-09-12,5.35,24.35,11.529,leaf-on,97.438,85.37,49.013781,8.681842,476735.55825,5429036.48675,259.025513,42.9,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P7T15,ULS,2019-09-12,2.15,22.428,12.263,leaf-on,106.086,86.926,49.013752,8.682133,476756.8175,5429033.20275,263.051239,33.6,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P7T2,ULS,2019-09-12,2.25,30.872,11.722,leaf-on,98.348,89.566,49.013818,8.682089,476753.6015,5429040.54775,261.684937,50.1,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P7T29,ULS,2019-09-12,1.35,15.432,6.858,leaf-on,36.174,30.934,49.013817,8.681894,476739.396281,5429040.489688,259.315796,12.6,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P7T33,ULS,2019-09-12,4.75,14.156,6.379,leaf-on,26.479,19.488,49.01374,8.682063,476751.6825,5429031.83975,262.279449,11.8,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P8T10,ULS,2019-09-12,3.25,29.423,10.535,leaf-on,83.136,73.665,49.013815,8.682392,476775.76625,5429040.0865,266.27066,47.7,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P8T11,ULS,2019-09-12,1.45,28.262,7.827,leaf-on,49.831,44.326,49.013749,8.682409,476777.0235,5429032.82225,267.86496,28.9,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P8T12,ULS,2019-09-12,1.35,31.96,9.086,leaf-on,57.291,50.683,49.013776,8.682412,476777.21925,5429035.798,267.302826,37.7,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P8T13,ULS,2019-09-12,0.0,27.36,9.552,leaf-on,63.61,57.349,49.013734,8.682457,476780.4815,5429031.091,269.382812,34.3,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P8T5,ULS,2019-09-12,2.05,28.294,10.463,leaf-on,77.655,66.248,49.013689,8.682334,476771.4835,5429026.1485,266.906952,35.2,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P8T6,ULS,2019-09-12,2.85,20.017,7.855,leaf-on,42.781,35.645,49.013682,8.682415,476777.4285,5429025.298,269.222992,22.8,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P8T7,ULS,2019-09-12,1.85,22.261,8.219,leaf-on,47.844,42.219,49.013624,8.682354,476772.90325,5429018.8895,268.295105,20.2,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P8T8,ULS,2019-09-12,7.15,31.784,12.42,leaf-on,118.526,105.214,49.013754,8.68228,476767.59525,5429033.37875,265.096039,61.7,False,False,False,True,False,False,False,False,False,False,False
FagSyl_BR01_P8T9,ULS,2019-09-12,4.35,29.494,10.243,leaf-on,76.862,63.766,49.013768,8.682356,476773.148,5429034.866,266.143341,39.1,False,False,False,True,False,False,False,False,False,False,False
LarDec_BR01_P18T1,ULS,2019-09-12,10.55,31.024,8.752,leaf-on,51.95,39.814,49.014042,8.682481,476782.378,5429065.30125,264.664795,44.5,False,False,False,False,True,False,False,False,False,False,False
LarDec_BR01_P18T17,ULS,2019-09-12,3.85,34.868,8.073,leaf-on,42.32,35.536,49.013866,8.682596,476790.7295,5429045.68875,269.522522,42.2,False,False,False,False,True,False,False,False,False,False,False
LarDec_BR01_P19T3,ULS,2019-09-12,2.35,33.739,8.422,leaf-on,47.162,41.835,49.01396,8.682631,476793.313,5429056.11975,267.96637,49.0,False,False,False,False,True,False,False,False,False,False,False
LarDec_BR01_P19T4,ULS,2019-09-12,4.75,34.243,6.429,leaf-on,30.611,24.533,49.01401,8.682728,476800.47525,5429061.74175,268.428253,39.0,False,False,False,False,True,False,False,False,False,False,False
LarDec_BR01_P22T4,ULS,2019-09-12,3.25,29.82,7.394,leaf-on,39.716,33.462,49.014361,8.682393,476776.15275,5429100.76625,258.514069,38.2,False,False,False,False,True,False,False,False,False,False,False
LarDec_BR01_P23T01,ULS,2019-09-12,3.35,34.558,7.758,leaf-on,40.968,33.886,49.0141,8.682688,476797.551,5429071.76825,266.024536,48.3,False,False,False,False,True,False,False,False,False,False,False
PicAbi_BR01_P11T10,ULS,2019-09-12,1.95,18.241,5.135,leaf-on,19.826,17.57,49.014022,8.681819,476734.00425,5429063.3385,255.946335,19.0,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T15,ULS,2019-09-12,2.25,15.091,3.898,leaf-on,11.229,9.336,49.013994,8.681916,476741.0645,5429060.1395,257.382385,11.5,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T17,ULS,2019-09-12,2.15,11.469,4.903,leaf-on,17.199,13.87,49.01397,8.681928,476741.90275,5429057.463,257.818604,15.9,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T18,ULS,2019-09-12,1.95,19.082,5.5,leaf-on,24.051,21.644,49.013987,8.681943,476743.05325,5429059.4,257.849426,26.5,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T19,ULS,2019-09-12,3.05,15.162,4.985,leaf-on,18.76,16.771,49.013958,8.681967,476744.77,5429056.11275,258.523621,16.8,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T20,ULS,2019-09-12,1.85,18.517,4.877,leaf-on,18.326,16.719,49.013975,8.681983,476745.94275,5429058.007,258.50885,18.9,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T21,ULS,2019-09-12,1.55,14.624,4.522,leaf-on,15.279,14.338,49.013945,8.682011,476748.00375,5429054.7245,259.267975,14.3,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T22,ULS,2019-09-12,1.55,16.733,4.895,leaf-on,17.865,15.618,49.013962,8.682015,476748.272,5429056.601,259.174225,15.9,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T25,ULS,2019-09-12,0.95,17.669,4.586,leaf-on,14.64,13.093,49.014018,8.681951,476743.627,5429062.85275,257.552002,16.2,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T26,ULS,2019-09-12,1.65,16.38,4.554,leaf-on,14.639,12.539,49.014021,8.681932,476742.2375,5429063.19925,257.241028,13.2,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T27,ULS,2019-09-12,2.35,17.961,4.959,leaf-on,16.841,13.931,49.01403,8.681908,476740.51725,5429064.1965,256.856476,19.0,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T29,ULS,2019-09-12,2.35,16.645,4.604,leaf-on,15.686,14.179,49.014026,8.681976,476745.4725,5429063.6745,257.889832,14.3,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T30,ULS,2019-09-12,1.25,18.378,5.66,leaf-on,22.997,19.068,49.014012,8.682023,476748.898382,5429062.093029,258.763794,19.6,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T31,ULS,2019-09-12,1.75,18.962,5.542,leaf-on,24.321,20.463,49.013989,8.682014,476748.26275,5429059.61925,258.909912,22.4,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T32,ULS,2019-09-12,2.65,18.734,5.764,leaf-on,24.434,20.98,49.013969,8.682048,476750.739,5429057.29575,259.443359,16.8,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T33,ULS,2019-09-12,2.05,18.257,5.152,leaf-on,20.839,18.013,49.014044,8.681978,476745.644,5429065.738,257.687042,21.8,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T35,ULS,2019-09-12,1.55,17.06,4.875,leaf-on,17.782,14.95,49.014067,8.681854,476736.55,5429068.3225,255.778885,15.9,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T36,ULS,2019-09-12,1.15,15.374,4.67,leaf-on,15.435,12.585,49.014055,8.681889,476739.1205,5429066.99575,256.300171,14.7,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T38,ULS,2019-09-12,1.35,16.642,4.081,leaf-on,11.881,10.855,49.014051,8.681906,476740.4,5429066.479248,256.79,13.3,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T42,ULS,2019-09-12,2.35,18.065,4.664,leaf-on,16.0,14.373,49.014092,8.681897,476739.7575,5429071.01625,256.054932,20.0,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T43,ULS,2019-09-12,3.75,17.906,5.385,leaf-on,21.769,19.872,49.01411,8.681896,476739.66975,5429073.05525,255.782791,18.2,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T45,ULS,2019-09-12,3.75,17.525,4.613,leaf-on,15.829,14.14,49.014119,8.681929,476742.05375,5429074.0485,256.136902,18.5,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T47,ULS,2019-09-12,2.85,15.829,4.405,leaf-on,12.427,10.977,49.014078,8.681933,476742.3145,5429069.54075,256.631775,12.8,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T48,ULS,2019-09-12,2.55,14.896,4.781,leaf-on,15.699,14.583,49.014066,8.681961,476744.40625,5429068.12625,257.244873,11.3,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T49,ULS,2019-09-12,0.85,19.703,5.915,leaf-on,25.068,22.525,49.014084,8.681965,476744.69275,5429070.1955,257.058075,25.0,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T50,ULS,2019-09-12,3.05,18.523,5.009,leaf-on,17.376,15.174,49.014097,8.681929,476742.041,5429071.57425,256.407593,18.6,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T51,ULS,2019-09-12,2.25,18.933,5.371,leaf-on,21.511,19.545,49.014071,8.681899,476739.87325,5429068.71275,256.325958,20.5,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T53,ULS,2019-09-12,0.65,18.71,5.158,leaf-on,19.322,16.416,49.014011,8.681863,476737.17525,5429062.10525,256.491913,21.5,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T54,ULS,2019-09-12,1.85,17.139,5.247,leaf-on,20.232,17.586,49.014055,8.681839,476735.442,5429067.00825,255.733154,16.6,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T60,ULS,2019-09-12,1.25,18.651,5.47,leaf-on,21.87,19.689,49.014055,8.682003,476747.489,5429066.888,257.966827,21.9,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T61,ULS,2019-09-12,2.05,18.348,4.582,leaf-on,15.808,12.892,49.014071,8.682017,476748.50275,5429068.684,258.072479,21.2,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T62,ULS,2019-09-12,1.75,18.045,6.177,leaf-on,27.303,23.656,49.014087,8.682009,476747.89625,5429070.42975,257.751373,23.6,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T63,ULS,2019-09-12,2.45,16.535,4.63,leaf-on,16.783,15.663,49.01411,8.681991,476746.602,5429073.0205,257.169983,15.5,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T64,ULS,2019-09-12,2.35,17.744,5.199,leaf-on,21.37,18.977,49.014117,8.681975,476745.44425,5429073.853,256.849304,21.2,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T65,ULS,2019-09-12,2.15,16.126,5.417,leaf-on,20.458,17.617,49.014115,8.682029,476749.395,5429073.5735,257.718842,20.9,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T66,ULS,2019-09-12,2.15,18.281,5.933,leaf-on,25.417,23.322,49.014129,8.681934,476742.43925,5429075.18825,256.127014,21.2,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T68,ULS,2019-09-12,2.45,17.038,4.907,leaf-on,16.764,14.229,49.014147,8.681919,476741.33525,5429077.21275,255.727859,17.9,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T77,ULS,2019-09-12,2.75,16.986,5.887,leaf-on,25.388,23.17,49.014168,8.681916,476741.17,5429079.458,255.370941,11.4,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T78,ULS,2019-09-12,3.15,18.152,5.339,leaf-on,18.542,16.115,49.014159,8.681952,476743.80775,5429078.50625,256.011505,19.0,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T79,ULS,2019-09-12,3.75,19.168,5.448,leaf-on,20.95,19.368,49.014131,8.68199,476746.5355,5429075.37075,256.858154,22.4,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P11T9,ULS,2019-09-12,2.45,16.183,4.573,leaf-on,14.943,13.901,49.014014,8.681806,476733.0185,5429062.39325,255.83313,17.5,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P12T01,ULS,2019-09-12,1.35,15.823,4.256,leaf-on,12.833,10.861,49.01386,8.682216,476762.97825,5429045.212,262.949615,14.3,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P12T03,ULS,2019-09-12,2.25,15.453,5.298,leaf-on,19.205,18.135,49.01389,8.682234,476764.2395,5429048.5495,262.872345,15.9,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P12T06a,ULS,2019-09-12,0.85,3.433,2.351,leaf-on,4.005,2.862,49.013844,8.682274,476767.16223,5429043.37146,264.096,5.4,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P12T08,ULS,2019-09-12,2.05,16.418,6.133,leaf-on,25.643,20.981,49.01392,8.682249,476765.37575,5429051.855,262.824097,18.1,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P12T09,ULS,2019-09-12,1.95,13.472,5.509,leaf-on,21.951,18.82,49.013931,8.682276,476767.3385,5429053.0235,263.218719,15.3,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P12T12,ULS,2019-09-12,2.35,15.31,5.028,leaf-on,17.776,16.387,49.013947,8.682238,476764.56825,5429054.89125,262.469879,17.6,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P12T13,ULS,2019-09-12,2.55,13.723,5.406,leaf-on,19.611,17.494,49.013961,8.682232,476764.18875,5429056.38325,262.261169,15.7,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P12T14,ULS,2019-09-12,0.75,15.179,5.05,leaf-on,18.905,16.476,49.013952,8.682201,476761.8565,5429055.44725,261.938934,16.3,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P12T18,ULS,2019-09-12,1.75,16.818,5.129,leaf-on,19.006,16.829,49.013926,8.682126,476756.37125,5429052.5705,261.149841,18.9,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P12T19,ULS,2019-09-12,0.95,18.891,5.215,leaf-on,19.707,17.908,49.013948,8.682113,476755.4645,5429055.02625,260.664307,20.5,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P12T22,ULS,2019-09-12,0.85,9.536,3.609,leaf-on,8.543,7.809,49.013992,8.682084,476753.3315,5429059.8375,259.794952,9.5,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P12T23,ULS,2019-09-12,1.65,9.12,3.879,leaf-on,10.439,8.85,49.013972,8.682081,476753.14375,5429057.71775,259.963135,9.0,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P12T24,ULS,2019-09-12,2.35,14.976,4.528,leaf-on,15.144,12.385,49.013944,8.682175,476759.9785,5429054.4985,261.632935,16.9,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P12T25,ULS,2019-09-12,2.05,15.894,4.711,leaf-on,15.677,13.248,49.01395,8.682157,476758.68425,5429055.236,261.299866,14.4,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P12T27,ULS,2019-09-12,1.55,16.805,5.265,leaf-on,19.841,16.634,49.013964,8.682171,476759.735667,5429056.714667,261.394348,19.4,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P12T29,ULS,2019-09-12,1.65,12.156,4.519,leaf-on,14.122,11.413,49.013913,8.682103,476754.69475,5429051.10875,260.891968,13.0,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P12T31,ULS,2019-09-12,1.85,11.394,4.193,leaf-on,12.81,11.636,49.01398,8.682194,476761.38475,5429058.56225,261.568634,10.6,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P12T34,ULS,2019-09-12,2.25,10.536,4.153,leaf-on,13.088,11.699,49.013872,8.682241,476764.77475,5429046.45875,263.189697,9.6,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P12T35a,ULS,2019-09-12,1.55,4.785,3.2,leaf-on,7.67,5.399,49.01387,8.68226,476766.1375,5429046.27225,263.389099,5.6,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P16T11,ULS,2019-09-12,1.25,6.352,3.873,leaf-on,10.998,7.126,49.014236,8.682161,476759.11825,5429087.02275,257.82486,13.0,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P16T13,ULS,2019-09-12,2.55,17.057,5.024,leaf-on,17.626,15.176,49.014193,8.682095,476754.232,5429082.238,257.483398,18.1,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P16T14,ULS,2019-09-12,2.75,16.072,4.927,leaf-on,17.045,14.588,49.014184,8.682079,476753.102,5429081.2875,257.370789,16.3,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P16T15,ULS,2019-09-12,2.95,15.812,6.161,leaf-on,30.286,25.56,49.014213,8.682069,476752.35525,5429084.5165,256.81308,15.0,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P16T16,ULS,2019-09-12,2.15,17.104,4.887,leaf-on,16.812,15.16,49.014193,8.682056,476751.401733,5429082.23575,257.0225,17.8,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P16T17,ULS,2019-09-12,1.45,17.237,6.518,leaf-on,30.183,25.691,49.014269,8.682092,476754.07375,5429090.6755,256.196259,19.4,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P16T19,ULS,2019-09-12,2.15,17.943,5.909,leaf-on,24.895,22.5,49.014162,8.682038,476750.032,5429078.848,257.055634,18.6,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P16T20,ULS,2019-09-12,3.45,17.796,4.294,leaf-on,13.827,12.072,49.014185,8.682019,476748.712,5429081.3655,256.470215,16.1,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P16T22,ULS,2019-09-12,3.55,16.578,3.498,leaf-on,9.881,8.882,49.014201,8.682023,476748.99625,5429083.16325,256.386078,17.6,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P16T3,ULS,2019-09-12,2.75,15.251,5.339,leaf-on,20.093,18.222,49.014188,8.682117,476755.87275,5429081.6745,257.989319,14.9,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P16T4,ULS,2019-09-12,2.05,18.78,5.875,leaf-on,23.04,20.53,49.014223,8.682051,476751.0275,5429085.60875,256.337799,23.1,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P16T5,ULS,2019-09-12,2.15,19.081,6.135,leaf-on,26.612,24.04,49.014259,8.682051,476751.0925,5429089.53875,255.746429,22.8,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P16T6,ULS,2019-09-12,2.65,19.924,6.24,leaf-on,29.212,25.722,49.01422,8.682111,476755.42975,5429085.1815,257.428253,23.8,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P16T7,ULS,2019-09-12,1.65,20.266,6.185,leaf-on,27.306,23.67,49.014247,8.682096,476754.37025,5429088.2605,256.625854,25.5,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P16T8,ULS,2019-09-12,1.85,19.87,5.664,leaf-on,23.142,20.485,49.014241,8.682117,476755.85775,5429087.55225,257.178131,22.4,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P17T11,ULS,2019-09-12,1.75,17.742,5.726,leaf-on,22.271,19.89,49.014221,8.68219,476761.191,5429085.2615,258.443787,22.3,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P17T12,ULS,2019-09-12,2.05,14.322,4.779,leaf-on,16.95,14.685,49.013993,8.682191,476761.17825,5429060.01175,261.371246,15.8,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P17T13,ULS,2019-09-12,1.45,16.29,4.975,leaf-on,17.193,15.146,49.014153,8.682119,476755.96225,5429077.73575,258.613098,17.9,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P17T14,ULS,2019-09-12,1.25,12.458,3.156,leaf-on,7.18,5.87,49.014109,8.682097,476754.3295,5429072.8505,258.910553,16.1,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P17T15,ULS,2019-09-12,3.25,10.644,4.139,leaf-on,10.492,8.268,49.014078,8.682046,476750.59975,5429069.43625,258.368927,11.2,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P17T17,ULS,2019-09-12,1.65,14.396,4.687,leaf-on,15.052,13.479,49.014023,8.682245,476765.14525,5429063.28875,261.962433,9.7,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P17T18,ULS,2019-09-12,1.75,9.93,5.168,leaf-on,20.19,16.582,49.014046,8.682242,476764.9105,5429065.83075,261.751099,10.0,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P17T19,ULS,2019-09-12,2.05,13.474,5.307,leaf-on,19.898,17.496,49.014187,8.682211,476762.738,5429081.47675,259.420593,19.2,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P17T21,ULS,2019-09-12,1.35,16.073,4.581,leaf-on,16.098,13.909,49.014213,8.68221,476762.686625,5429084.407708,258.985718,17.3,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P17T22,ULS,2019-09-12,1.15,12.903,6.015,leaf-on,26.784,21.804,49.014205,8.682248,476765.42825,5429083.5415,259.819641,16.1,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P17T23,ULS,2019-09-12,2.05,15.964,5.01,leaf-on,16.962,14.403,49.014162,8.68214,476757.54925,5429078.79875,258.714661,16.2,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P17T24,ULS,2019-09-12,1.95,15.585,4.955,leaf-on,19.22,17.99,49.01417,8.682109,476755.295,5429079.7015,258.224426,18.1,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P17T25,ULS,2019-09-12,2.55,16.452,4.844,leaf-on,17.519,15.804,49.014178,8.682141,476757.61825,5429080.606,258.469879,16.7,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P17T27,ULS,2019-09-12,1.95,16.88,4.839,leaf-on,16.344,13.569,49.014195,8.682136,476757.2535,5429082.4005,258.149353,14.6,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P17T3,ULS,2019-09-12,0.25,9.897,4.004,leaf-on,11.879,8.881,49.014134,8.682165,476759.369964,5429075.694839,259.762268,15.8,False,False,False,False,False,True,False,False,False,False,False
PicAbi_BR01_P17T34,ULS,2019-09-12,1.85,9.741,5.33,leaf-on,19.193,15.336,49.014034,8.682213,476762.8287,5429064.48335,261.521118,7.9,False,False,False,False,False,True,False,False,False,False,False
